student_id,student_name,label,image_number,lighting,occlusion,attendance,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
S032,Student_032,31,18,Bright,Partial,Present,1.211117,0.258169,-1.270877,1.194135,0.298137,1.549886,0.594699,1.361521,0.32598,0.014286,-0.058083,0.903375,-0.294509,0.320754,-0.180753,-0.281032,-1.621713,0.805778,-1.030902,-0.044262,0.487163,-0.079083,0.550324,0.344964,-1.055174,0.229743,0.19551,-0.250205,-1.073384,-0.741624,0.241606,-1.169796,1.225222,-0.42498,0.079667,1.336538,-2.09826,1.271581,-0.910972,1.645004,0.728704,-2.045285,-0.496281,-0.985681,1.563817,0.637688,-1.753292,0.944409,0.434012,0.781084,-0.022984,-1.09716,1.682378,-0.048116,2.015288,-0.001821,-0.486085,-1.913268,-0.69964,1.326657,0.544295,0.934887,0.631432,0.200829,-0.896014,-1.233981,-0.653026,0.37742,-1.240484,-0.302427,-0.479289,-0.822941,-1.512348,-0.595688,0.038589,-2.040266,0.936403,1.398689,0.80855,0.465093,-1.355653,0.452986,0.849714,-1.762067,2.922408,0.574691,-0.671625,-0.845002,-0.700848,-0.037723,-0.416194,-2.487292,-1.579732,0.247612,-0.033203,0.499497,-1.049831,-0.122176,-0.240854,-0.961349,0.557645,0.296797,2.196093,1.491684,-1.693286,0.81131,-1.586251,1.71788,-0.953318,0.200283,1.276608,0.046351,0.650441,-0.858413,-0.941361,-0.155458,0.125464,0.153624,1.673754,0.60802,0.131119,-0.317877,-0.143838,0.512535,-0.692752,0.190532,1.823139,0.008635
S032,Student_032,31,19,Bright,None,Present,1.010623,0.106097,-1.298478,1.879078,-0.131486,0.870266,-0.011918,1.278064,0.773212,0.380305,0.015001,0.580759,-0.349773,-0.194403,-0.480611,-0.808407,-1.763963,0.814306,-0.897169,-0.152977,0.091406,0.035113,0.036922,0.5734,-1.063772,0.159352,0.235626,-0.762755,-0.528035,-0.304286,0.093171,-1.315443,0.988182,-0.632649,-0.025447,0.502584,-1.462458,1.833547,-0.675659,1.368994,0.892187,-1.586724,-0.249754,-0.799053,1.911278,0.281636,-1.810058,0.886446,0.3915,0.398195,0.362325,-0.853117,1.311039,-0.426382,1.573507,0.652472,-0.489249,-2.317602,-0.658511,0.917412,0.891462,0.759106,0.525681,-0.131569,-0.683304,-0.779643,-0.853449,0.003379,-0.990336,0.099644,0.183512,0.241071,-1.937822,-1.154735,0.118805,-1.993798,0.827242,0.90296,1.406828,-0.195658,-1.607376,0.362854,1.69313,-1.396135,2.758924,0.514915,-0.820231,-0.766027,-0.768584,0.209561,-0.670821,-3.545138,-1.346475,0.108844,0.417611,1.224198,-0.97776,0.146283,-0.123037,-0.840642,1.31119,0.42386,2.023537,0.990781,-1.291659,1.078049,-1.119455,2.028796,0.247004,0.076549,1.53913,-0.053895,1.140057,-1.112979,-1.394869,-0.02915,0.938667,-0.383159,1.483038,0.317609,-0.259557,0.121262,-0.545306,0.288687,0.068413,0.505158,1.296395,0.187586
S032,Student_032,31,20,Normal,None,Absent,1.022432,-0.01977,-1.22574,1.602141,0.145971,0.897165,0.43167,0.920842,0.736708,-0.454324,-0.132045,0.82388,-0.389246,0.08557,-0.356066,-0.559884,-1.110465,0.381009,-0.984818,-0.303432,0.118319,0.246393,-0.39385,0.600002,-0.664471,-0.127048,0.213179,-1.297861,-1.149525,-0.462771,1.010512,-0.885947,0.893048,-0.917115,-0.127187,1.075252,-1.160579,1.757868,-0.963113,1.24256,0.161981,-1.586779,0.233651,-0.853073,1.376374,-0.170198,-1.606206,1.010747,0.246406,-0.047394,0.195425,-0.552759,1.800213,-0.689745,1.257974,-0.61569,0.190772,-1.892909,-0.61955,1.32938,1.019003,0.519781,0.870061,0.055486,-0.709934,-0.695131,-0.399778,0.052191,-0.924215,0.586312,0.641105,-0.42841,-2.061881,-0.9732,-0.04821,-1.926027,0.925096,1.944328,1.350568,0.767512,-1.603282,-0.340413,1.097475,-0.975351,2.773023,0.689052,-0.966203,-0.607724,-0.102522,-0.471465,-0.4527,-3.174025,-2.259469,0.067731,-0.363299,0.540579,-1.223431,0.455768,0.178827,-0.074393,0.976753,0.297917,2.58026,1.064584,-1.502682,0.714783,-1.226576,1.346318,-0.440973,0.277672,1.510451,0.11171,0.919922,-1.058214,-1.088043,-0.142435,0.90144,0.013348,1.923681,0.849222,0.342888,-0.645096,-0.735603,0.047152,-0.245715,0.299004,1.317807,0.565866
S033,Student_033,32,1,Bright,Partial,Present,-1.549313,-0.191669,0.676857,-0.368534,0.3938,-1.048797,0.292044,0.609116,0.728445,-0.14288,-0.16141,1.784648,0.594797,1.233532,-0.177938,-2.542406,1.297497,1.918111,-0.333936,-0.339514,0.402395,1.850018,0.004372,-1.086759,-0.881295,0.871858,3.305089,-1.290831,0.754811,0.719742,-1.290254,0.476489,1.938891,0.934909,-0.160455,-1.370931,0.294196,0.015678,0.635769,-0.507897,-0.812404,0.273094,1.137969,1.308648,0.089045,-1.022753,-0.399689,-0.862107,-0.41545,2.246663,-0.587303,0.25528,0.509083,0.452851,1.321548,-0.292754,-0.390878,-0.852923,-0.524939,-0.024186,0.482018,0.061715,0.377862,1.061796,-1.266638,0.263852,-1.279133,-1.237558,0.996877,0.080565,-0.336619,1.690474,0.378346,0.068329,-0.434149,0.203468,1.913652,-0.018614,1.339177,-0.228608,-0.662629,-0.022858,-0.547632,1.707021,0.87014,0.260229,-2.346051,1.629109,-0.27767,-0.082546,-0.532778,0.179788,0.583204,0.967458,0.508811,-0.170096,-0.283037,-1.273564,0.887496,0.456409,-0.977627,-1.575361,0.677332,-0.493051,-1.076032,-1.009618,1.385136,1.190539,1.199796,-1.756339,-0.500549,0.718317,-0.771031,1.461847,-1.195329,0.571634,-0.340772,0.105887,-0.211987,-1.239464,0.353794,-0.000921,0.745496,-0.761614,0.319718,0.303711,-0.585839,0.778911
S033,Student_033,32,2,Normal,Masked,Present,-1.5803,-0.566651,1.084877,-0.80361,0.593667,-0.86728,0.269168,0.275598,0.198052,-0.692958,-0.303651,2.210698,0.425062,1.582524,-0.122972,-2.641113,1.074855,1.874797,0.356981,-0.599268,-0.571631,0.984573,0.472904,-0.951317,-0.784637,0.818214,3.159849,-1.114954,0.815534,0.777936,-1.428327,1.140666,2.602824,0.556857,-0.510793,-0.874227,0.280917,0.007211,0.624116,0.116003,-0.991791,-0.433802,1.350632,1.154704,-0.157264,-1.414947,-0.371727,-0.238343,0.136465,2.218362,-0.360703,0.287023,0.568072,0.997348,0.898948,0.016035,-1.111984,-0.517281,-1.399996,0.21395,0.280763,-0.512307,0.142308,0.861018,-0.807361,0.595843,-1.443586,-0.710406,1.341426,-0.143482,-0.414646,1.801828,0.120008,-0.783362,-0.79569,0.654967,1.149841,0.350343,0.97983,0.000593,-0.242703,0.103613,-1.070266,1.614873,0.99956,0.109645,-2.294472,1.778178,-0.413211,-1.070017,-0.72207,0.265781,0.582106,1.241269,0.144019,-0.165739,-0.547103,-1.247665,0.416516,0.309778,-0.832532,-1.298005,0.431885,-0.7883,-1.43265,-0.853489,0.248812,1.616803,1.36238,-1.865689,-0.488746,0.657516,-1.145445,1.620215,-2.033666,0.442283,0.06829,0.522386,0.053481,-0.931374,0.644213,-0.42258,0.871796,-0.629507,-0.596053,0.830562,-0.992856,0.629476
S033,Student_033,32,3,Normal,Partial,Present,-1.370501,-0.409247,0.102123,-0.744776,0.960468,-0.945775,0.093339,-0.544893,-0.089454,-0.111771,0.01828,2.058626,0.299312,2.126886,-0.186215,-3.037537,0.925507,1.987723,-0.048741,-0.510546,0.402744,1.094575,-0.150071,-0.612848,-1.179683,0.812844,3.511669,-1.512457,0.072524,1.375523,-1.081421,0.43162,1.73556,0.81271,-0.275883,-2.086491,0.657429,-0.351492,1.102503,-0.183599,-0.646304,0.002432,1.238264,1.228944,-0.537273,-1.046526,-0.129412,0.092662,-0.242749,1.725079,0.046592,0.064727,0.507598,0.358465,1.04998,-0.552038,-1.527146,-0.288003,-1.392332,0.434933,-0.055449,-0.581321,0.559611,0.693803,-0.71949,0.088217,-1.118375,-0.951328,1.395701,-0.053598,-0.434431,1.327162,0.359829,-0.843526,-0.814692,0.101678,1.8702,-0.503635,0.858599,0.553894,-0.376482,-0.728041,-1.115754,1.099452,1.239224,0.475157,-2.490495,1.992522,-0.61721,-1.189009,0.467891,0.314314,0.368904,1.150281,0.564533,-0.458015,-0.376713,-0.748364,0.49505,-0.185578,-0.707146,-0.914665,0.768458,-0.786329,-0.774356,-0.956763,0.452053,1.52484,0.575985,-1.291601,0.242671,0.60897,-2.052901,1.776911,-1.577032,0.624445,-0.451332,-0.281553,0.2654,-1.380165,0.618519,-0.00871,0.490808,-0.726479,-1.000436,0.278463,-0.866729,0.686944
S033,Student_033,32,4,Bright,None,Absent,-1.038479,-0.996947,1.256933,-0.114219,0.368716,-0.991554,-0.032759,0.365083,-0.13864,-0.609092,0.21023,1.940642,0.440452,1.12935,-0.523236,-2.72076,0.137653,2.223863,0.377393,-0.417242,0.097742,1.076555,-0.389743,-0.441035,-0.937878,1.189185,3.122077,-1.229176,0.368874,0.834216,-0.957134,1.204365,2.309324,0.823097,-0.778365,-1.061565,0.313758,-0.26365,0.56647,0.282988,-0.774237,0.313175,1.60448,0.903615,-0.439603,-1.5754,-0.422735,-0.226832,0.10512,1.883452,-0.513687,0.04219,0.650804,0.8574,1.809288,-0.416399,-0.825894,-0.310901,-0.606953,0.089414,0.236803,-0.203591,0.54669,0.719219,-1.141183,0.431793,-0.811947,-0.968273,1.661997,-0.37867,-0.077295,1.400194,0.219092,-0.68214,-0.487395,0.698118,1.696469,-0.212411,1.310455,-0.185284,-1.588696,-0.716594,-0.846541,1.423767,1.018999,0.563391,-2.539244,1.776359,-0.276122,-0.563156,-0.650154,0.268655,0.750769,1.407876,0.484534,0.105058,-0.339311,-1.480418,0.610468,0.432076,-0.742793,-1.346173,0.279785,-0.24321,-0.925803,-1.003152,0.610975,1.206129,1.005103,-1.782317,0.293609,0.842776,-1.870525,2.172531,-1.653011,0.748064,-0.404185,-0.195712,0.094881,-1.000718,0.788728,-0.400545,0.298771,-0.602225,-0.359303,0.433741,-0.832388,1.435653
S033,Student_033,32,5,Normal,None,Present,-1.661841,-0.435524,0.596889,-0.612769,0.684542,-1.349943,0.485819,-0.457674,0.32155,-0.572504,0.260687,2.334458,0.072301,1.050839,0.17209,-2.659664,0.726579,1.88549,0.029251,-0.844419,0.016167,0.913564,0.436794,-0.840822,-0.593808,0.915258,2.830968,-1.488797,0.560158,0.468029,-1.343084,1.057502,2.118286,1.324244,-0.68808,-1.911378,0.22863,0.177684,0.469414,0.19159,-1.074589,0.24791,1.156923,0.225619,-0.479643,-1.035181,-0.304352,-0.447408,-0.10111,2.024774,-1.126706,-0.035164,0.534572,0.714687,1.69303,-0.492729,-0.628832,-0.971422,-1.202397,-0.051696,0.123472,-0.334438,-0.037491,0.86832,-1.037105,-0.105506,-0.918587,-1.201395,1.638457,-0.750375,-0.32392,1.377774,0.293239,-0.525936,-0.781691,0.338345,1.252208,0.202673,1.874783,-0.254522,-0.987336,-0.5276,-0.712552,0.839156,0.82687,-0.061981,-2.716494,1.913497,-1.06739,-0.51013,-0.444118,0.112915,0.079859,0.949657,0.895423,-0.107493,0.051286,-1.695561,0.541761,0.542152,-1.195072,-0.779347,0.559025,-0.352551,-1.463821,-1.099776,0.727861,2.277324,0.746245,-1.503301,0.305781,1.007318,-1.245562,1.406651,-2.092344,0.462935,-0.270507,0.127857,-0.138256,-1.086158,0.444563,0.031348,0.259483,-0.480576,-0.086551,0.39986,-0.634384,1.527281
S033,Student_033,32,6,Normal,Partial,Present,-1.669036,-1.140908,0.918445,-0.018908,0.626633,-1.103196,-0.188423,-0.042562,0.026038,-0.011093,0.264681,1.842867,0.623441,0.945702,-0.234236,-1.944603,0.879375,1.394847,0.005795,-0.599268,0.319377,0.656752,0.155151,-0.814565,-0.922644,0.945757,3.311285,-1.061591,-0.095944,0.354564,-1.446988,1.485974,2.153015,0.836661,-0.18571,-1.588588,0.469871,0.149911,0.864349,0.300277,-0.836741,0.105645,1.749599,0.649192,0.509427,-1.239863,-0.27787,-0.229219,-0.49592,1.908405,-0.578303,0.322338,0.645118,0.49961,1.403616,-0.780113,-0.394687,-0.01232,-1.323334,-0.037722,0.138104,-0.916164,0.591534,0.718267,-0.655296,0.483007,-0.979111,-0.828326,0.961879,0.047144,-0.126512,2.008222,0.091791,0.3016,-0.751776,0.823693,1.35867,0.169384,1.41121,0.002372,-0.48388,-0.579976,-1.265864,1.755243,0.99874,0.317802,-2.343582,1.438752,-0.237293,-1.330825,-0.194171,0.340318,0.441381,1.296358,0.435316,-0.207815,-0.249361,-1.057037,0.173655,0.51391,-1.0803,-0.871702,0.805231,0.03724,-1.529651,-0.858394,0.492388,1.8869,1.415789,-1.997016,-0.090231,0.661404,-1.209957,1.816992,-1.905082,0.279103,-0.502848,0.699085,-0.085376,-1.025,0.311687,-0.079992,0.334556,-0.413253,-0.17211,0.602091,-0.479663,1.103636
S033,Student_033,32,7,Low,None,Present,-1.512662,-1.051073,0.563056,-0.517422,0.748619,-0.49929,-0.320702,0.007724,0.667031,-0.393913,0.112142,2.067547,0.015477,1.654332,-0.081101,-2.531343,1.075551,1.944593,0.150133,-0.516537,-0.525417,1.480788,0.31453,-0.512883,-0.884943,1.122113,3.195491,-1.234075,0.106065,0.306739,-1.212712,0.835528,1.858848,0.886236,-0.637845,-1.078219,0.362346,0.208279,0.578878,-0.190794,-0.774161,0.120823,0.833441,0.711118,-0.90467,-0.686375,-1.298332,-0.063478,-0.017942,1.458627,-0.232005,-0.199737,0.906984,0.489844,1.53451,-0.654387,-0.263881,-0.672506,-1.132104,0.002959,0.125577,-0.672407,-0.051616,0.682447,-0.631841,1.085416,-0.778086,-0.907806,1.228249,0.111234,-0.456958,1.934818,-0.255049,0.330947,-1.220075,0.168343,0.877524,-0.186319,1.419484,-0.324373,-1.021878,-0.920702,-0.660926,1.585982,1.180226,0.597531,-2.735388,1.287938,-0.4415,-0.238641,0.048501,0.277852,0.660999,0.850997,0.559297,-0.471203,-0.141117,-0.952846,0.992545,0.607936,-0.99018,-1.136216,0.594325,-0.596417,-1.174451,-1.242755,0.498731,0.979379,1.063777,-2.105982,-0.500764,1.033234,-2.006453,1.806276,-1.660829,0.337255,-0.432872,0.297967,0.15543,-0.6012,0.755383,0.083793,0.928187,-0.616217,-0.331279,0.520247,-0.825618,1.605721
S033,Student_033,32,8,Normal,Partial,Present,-1.750829,-1.452128,1.107813,-0.35051,0.258357,-0.521512,0.096307,0.546921,-0.111662,-0.017278,0.448764,1.871266,0.301288,1.235091,0.161882,-2.794927,0.064892,2.322428,0.228825,-0.640934,-0.006068,1.895616,0.05584,-0.780832,-1.079778,0.509614,3.022767,-1.073717,0.489343,0.140978,-1.532407,0.983736,1.680186,1.083407,0.00604,-1.196992,0.484931,-0.127816,0.694901,-0.319491,-1.267697,0.025603,1.430548,1.137682,-0.349588,-1.032906,-0.167321,-0.28156,-0.002243,2.035339,-0.331967,0.12681,0.998432,0.26258,1.071687,-0.75435,-0.729464,-0.35878,-0.865803,-0.129093,0.689988,-0.162251,0.438731,0.463528,-0.776972,0.778831,-0.730962,-0.44534,1.652398,-0.478021,0.220275,1.612161,0.161884,-0.236992,-1.093507,0.442912,1.222775,0.268543,0.926291,0.316046,-0.582929,-0.430275,-0.946787,1.913409,1.659597,0.451579,-2.648694,1.296507,-0.393664,-0.849581,-0.358851,-0.225592,0.314272,1.192414,0.427977,-0.12072,-0.439049,-1.085251,0.198029,1.23975,-0.950739,-0.945563,0.503815,-0.960009,-1.394008,-0.967867,0.292343,1.071265,0.880835,-1.864244,0.113828,0.789636,-1.717623,1.958565,-1.23264,0.679987,0.076574,0.432533,0.665025,-0.833248,0.80078,0.176066,0.601065,-0.433101,-0.215078,0.359529,-1.141776,1.537863
S033,Student_033,32,9,Normal,Partial,Present,-1.800781,-0.986908,0.141412,-0.073732,0.336967,-0.972289,-0.204241,-0.310741,0.747817,-0.494009,-0.066313,2.765916,0.715016,1.255862,0.048135,-3.072094,0.655647,1.7139,0.26358,-0.073692,-0.419274,1.723565,0.361318,-0.97468,-1.28113,0.500165,2.871654,-1.420304,0.082082,0.62918,-0.897304,0.633308,2.125167,1.292747,-0.815052,-1.561768,-0.003889,-0.565816,1.065945,-0.450747,-0.775769,0.122275,1.37718,0.857952,-0.249584,-1.623988,-0.2797,-0.308975,-0.33304,1.358996,-0.23671,0.499528,0.246402,0.456597,0.795626,-0.348713,-0.307584,-0.397057,-0.742354,0.073405,-0.134899,-0.373234,0.538794,0.532186,-0.618686,0.614331,-1.211886,-1.12005,1.580724,-0.098201,-0.149308,1.418114,-0.163962,-0.05609,-1.167168,0.364073,0.982811,0.065804,0.9168,-0.532444,-1.052044,-0.35726,-0.809728,1.187248,1.626944,0.546508,-2.968299,1.2158,-0.974781,-0.765305,-0.022116,0.114513,0.360323,0.946161,0.624304,-0.479432,-0.407808,-0.827425,-0.002153,0.263294,-0.173411,-0.895826,0.272238,-0.647045,-1.17646,-0.254236,0.783214,1.898602,1.134963,-2.173488,0.382281,1.072329,-1.093146,2.129109,-1.334802,0.599975,-0.268551,0.276127,0.364399,-0.775752,0.579323,-0.258391,0.538547,-0.560103,0.145476,0.271003,-0.701332,1.274949
S033,Student_033,32,10,Bright,None,Present,-2.028331,-0.938679,0.821619,-0.435205,0.867516,-1.172856,0.410385,0.439005,0.365242,-0.392451,-0.287608,1.975653,0.6871,1.269722,-0.537536,-2.767545,0.68332,2.145842,0.1764,-0.811945,-0.56559,1.589586,-0.304971,-0.759337,-1.024326,0.148637,2.661531,-1.858452,0.885111,0.591778,-1.173679,0.801023,1.501491,0.38959,-0.2946,-1.453904,-0.107671,-0.104667,0.721559,-0.113393,-0.791783,0.18042,1.112068,1.086917,-0.078917,-1.304756,-0.993512,-0.525961,-0.403125,2.796446,-0.652205,0.411529,0.294171,0.025994,1.773047,-0.730552,0.030031,0.097339,-1.062606,-0.397852,0.363202,-0.411746,0.868426,1.067275,-0.905705,0.726734,-1.351702,-0.615749,1.136894,0.030469,-0.103948,1.226739,-0.230604,-0.313793,-1.093894,-0.276143,0.928314,-0.467051,1.46843,-0.189343,-1.061625,-0.650637,-0.474965,1.814365,0.681758,0.185243,-2.252265,1.366733,-0.022126,-0.962487,-0.486665,0.091444,0.416758,0.96908,0.590116,0.217791,-0.543866,-0.92549,-0.001368,0.248629,-1.04241,-1.048702,0.740689,-0.093763,-1.439739,-1.138644,0.316867,2.400494,1.298638,-2.147073,-0.382657,0.426856,-1.289013,2.14175,-1.674055,0.541153,-0.642792,0.541649,-0.038178,-0.635129,1.039321,-0.532273,0.983155,-0.60553,-0.140346,0.845096,-1.312151,1.375222
S033,Student_033,32,11,Normal,None,Present,-1.967882,-0.592823,0.815362,-0.295012,-0.071826,-0.646396,-0.210877,-0.253968,-0.306107,-0.558703,0.204844,1.864467,0.628274,1.855113,0.235124,-2.667374,0.707545,1.924071,0.014125,0.036672,0.182634,1.318697,0.340521,-0.310732,-1.055924,0.868182,3.308009,-1.637691,0.480049,0.638468,-0.824412,1.85306,1.904935,0.811476,-0.233817,-1.879169,-0.087624,-0.186587,0.495039,0.03571,-1.026442,-0.319242,0.859318,1.170207,-0.500524,-1.282522,-0.380998,-0.490779,0.041113,2.511167,-0.144649,0.37864,0.488006,0.618581,1.87612,-0.613311,-0.664086,-0.138651,-0.470787,0.410399,-0.224034,-0.231934,0.365074,0.479406,-1.121118,0.49465,-1.408839,-0.975753,1.578588,-0.1425,0.063156,1.52087,-0.331436,0.220202,-0.73525,0.643648,1.611269,0.010225,1.586149,-0.341942,-0.518544,-0.379149,-0.705424,1.230273,1.206425,0.327405,-2.113987,1.339144,-0.690542,-0.452413,0.299151,0.116758,0.386952,1.624265,0.66616,-0.015679,0.143045,-1.099271,0.280059,0.63136,0.084075,-1.331824,0.443416,-0.354037,-0.720887,-0.675712,0.314288,1.226988,0.819002,-1.846836,-0.002132,0.743485,-1.555732,1.536474,-1.62008,0.709439,-0.163814,0.320909,-0.475099,-0.872127,0.33482,0.247837,0.239069,-1.22405,-0.006943,0.630328,-0.681693,1.292859
S033,Student_033,32,12,Bright,None,Present,-2.264732,-0.437341,0.917159,-0.00167,0.350794,-1.151795,0.205797,-0.008974,0.094937,-0.951514,0.719264,1.64087,0.379399,1.347018,-0.217489,-2.82716,0.643142,2.533275,0.358855,-0.943599,-0.061408,0.797446,-0.315867,-0.387512,-1.044175,1.111724,2.866382,-0.836776,0.633659,0.675211,-0.819302,0.889669,2.110094,1.155898,-1.095299,-1.177061,0.287672,-0.486976,0.480982,-0.53179,-0.443037,-0.184845,1.322704,0.983654,-0.404903,-1.378672,-0.299861,-0.57294,-0.285168,2.286713,0.212938,0.136225,0.372892,0.867824,1.619192,-0.223209,-0.782793,-0.059234,-1.017983,-0.209172,-0.193309,-0.338292,1.124779,0.796624,-0.961022,0.504722,-0.672775,-0.78147,1.573261,-0.284108,-0.45384,2.352398,0.008216,0.159963,-0.915779,0.028937,1.590909,0.459153,1.203326,-0.286506,-0.734117,-0.852454,-0.917832,1.806756,1.036163,-0.017963,-2.465367,1.442501,-0.399919,-0.161188,0.385456,0.108965,0.8163,1.146731,0.010595,-0.543372,-0.50542,-1.194893,0.088796,0.032414,-0.21962,-0.532533,0.913531,-0.678806,-0.977076,-0.861283,0.719803,1.452503,0.568772,-1.969706,-0.157335,0.837024,-1.791379,1.529196,-1.625042,0.593474,-0.127,-0.238798,0.389915,-1.168079,0.65826,-0.191756,0.218303,-0.983538,-0.408241,0.690693,-0.454156,1.396888
S033,Student_033,32,13,Low,None,Present,-1.769334,-0.835077,0.97044,-0.127319,0.585947,-1.046635,0.33691,0.025966,0.567744,-0.562419,0.093524,1.616485,0.394232,1.927113,0.284068,-2.102058,0.559086,2.777557,0.492987,-0.265056,0.163747,0.69781,-0.051509,-0.800156,-1.031758,0.586389,3.123214,-1.026332,0.649015,0.627689,-1.199454,1.230797,1.92007,1.188783,-0.360019,-1.921078,1.143851,0.224328,1.336741,-0.03434,-0.898181,0.245092,1.021467,0.558264,0.346961,-1.264698,-0.248401,-0.174793,-0.120792,2.268694,-0.340033,1.188442,0.205514,0.306732,1.788739,-1.014784,-0.603873,-0.467395,-0.964858,0.417705,0.200003,-0.558145,0.85263,0.645852,-1.144264,0.373892,-1.178853,-0.697048,1.392313,0.059534,-0.181104,1.463649,0.192505,-0.03995,-0.954915,0.13478,1.508503,-0.339619,1.738442,0.196634,-0.825399,-0.348904,-0.771373,1.828455,0.648148,0.448331,-2.656599,1.604685,-0.946346,-0.523224,0.248651,-0.12387,-0.021873,1.285671,0.433451,0.311882,-0.041924,-0.568484,0.372325,1.076779,-0.525252,-1.271179,0.588582,-0.030654,-0.967085,-1.163092,0.408955,1.552457,1.261686,-1.945033,0.298204,0.924585,-1.066825,1.274868,-1.351438,0.955767,-0.328014,0.060735,0.476542,-1.01289,0.534188,-0.075125,0.242453,-0.70522,-0.520553,0.089734,-0.097953,0.974864
S033,Student_033,32,14,Low,None,Present,-1.979285,-1.324994,0.459883,-0.328923,0.219503,-1.339728,0.611969,0.158307,0.442277,-0.173821,-0.090808,2.134239,0.159252,1.497746,-0.333514,-2.554788,0.658673,1.993285,0.289258,-0.77058,0.293317,1.061481,0.157546,-0.952706,-1.03199,0.934731,3.176757,-1.186492,1.144523,0.490217,-0.610578,0.97151,2.569017,0.705462,-0.545608,-1.063888,0.26616,-0.223309,1.355904,-0.921661,-0.924191,-0.272447,1.442479,0.625196,-0.360382,-0.800568,-0.522019,-0.351883,-0.392883,1.461362,-0.864441,-0.495899,0.179903,0.182317,1.582093,-0.823727,-0.884023,-0.308064,-0.791236,0.224158,0.258838,-0.000187,0.681183,0.404939,-0.171139,1.110147,-1.470859,-0.829536,1.330362,0.039247,0.016718,1.066886,0.537206,-0.115373,-0.634822,0.798623,1.471136,0.03731,1.354348,-0.104384,-0.921266,-0.525826,-0.836539,1.980852,0.965956,0.428196,-2.380713,1.639431,-0.353086,-0.156197,-0.223699,0.333438,0.425655,0.480199,0.324564,0.284238,-0.165041,-0.593875,0.616305,0.541128,-0.55437,-0.703248,1.266086,0.054086,-0.453349,-1.353672,0.394733,1.213679,0.73082,-1.550186,-0.103964,1.14493,-1.575533,2.016327,-1.731135,0.670618,-0.125966,0.201066,-0.183378,-1.312458,1.034231,-0.273633,0.353838,-0.706219,-0.562781,0.691762,-0.638774,1.324028
S033,Student_033,32,15,Normal,Partial,Present,-1.192345,-0.585293,0.859716,-1.067274,0.581991,-0.77522,0.195232,0.498745,0.6878,-0.460797,0.191635,1.815566,0.292939,1.502124,-0.102647,-3.217683,0.739588,2.086765,0.176951,-0.591899,-0.214344,0.774542,-0.023193,-1.218609,-1.000017,0.462004,3.19207,-1.338076,0.042886,0.393354,-1.065394,1.039457,1.953955,1.030667,-0.421526,-1.426312,0.204442,-0.15487,0.47362,0.113823,-1.117186,0.125508,0.844796,0.753824,-0.584665,-1.350093,0.002372,-0.329658,0.198081,1.916357,-0.089733,0.377706,0.991062,0.792365,1.612046,-0.672041,-1.087665,-0.596141,-0.81229,0.38812,0.303029,-0.426386,0.419138,0.586214,-0.548017,0.585292,-1.303629,-1.182392,1.216001,-0.435807,-0.22167,1.424222,0.007471,-0.053102,-0.723535,0.97425,1.551664,-0.489304,0.826485,-0.106995,-0.769734,-0.560992,-1.099094,1.088953,1.453814,0.695863,-2.291402,1.664841,-0.725526,-0.526937,-0.527914,0.413249,0.575519,0.623399,0.161757,0.004229,-0.644235,-0.543193,-0.176282,0.508566,-1.239184,-1.167584,0.411459,-0.442988,-1.442173,-1.154602,0.835351,1.437162,0.194003,-1.928042,0.327975,0.923897,-1.198679,1.435556,-1.610463,0.467337,-0.254703,0.569957,-0.236628,-1.41451,0.40951,-0.127952,1.077286,-0.624119,-0.056108,0.350754,-0.920614,1.275355
